event_name,fighter_red,fighter_blue,result,winner,kd_red,kd_blue,str_red,str_blue,td_red,td_blue,sub_red,sub_blue,weight_class,method,round,time,fight_link
UFC 319: Du Plessis vs. Chimaev,Michal Oleksiejczuk,Gerald Meerschaert,win,Michal Oleksiejczuk,1,0,23,3,0,0,0,0,Middleweight,KO/TKO Punches,1,3:03,http://ufcstats.com/fight-details/5b880d10b0ed7acc
UFC 319: Du Plessis vs. Chimaev,Loopy Godinez,Jessica Andrade,win,Loopy Godinez,0,0,107,90,1,0,0,0,Women's Strawweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/a2eafd9e1d5031b1
UFC 319: Du Plessis vs. Chimaev,Alexander Hernandez,Chase Hooper,win,Alexander Hernandez,1,0,17,20,0,0,0,0,Lightweight,KO/TKO Punch,1,4:58,http://ufcstats.com/fight-details/1d8dc0fb5d47357f
UFC 319: Du Plessis vs. Chimaev,Drakkar Klose,Edson Barboza,win,Drakkar Klose,0,0,53,71,0,0,0,0,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/bc63f1b2e52f603e
UFC 319: Du Plessis vs. Chimaev,Karine Silva,Dione Barbosa,win,Karine Silva,0,0,26,31,1,3,2,1,Women's Flyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/88020d22cf905792
UFC 319: Du Plessis vs. Chimaev,Joseph Morales,Alibi Idiris,win,Joseph Morales,0,0,29,28,2,0,2,0,Flyweight,SUB Triangle Choke,2,3:04,http://ufcstats.com/fight-details/68c423c7119004f3
UFC Fight Night: Dolidze vs. Hernandez,Anthony Hernandez,Roman Dolidze,win,Anthony Hernandez,0,0,91,36,9,0,1,0,Middleweight,SUB Rear Naked Choke,4,2:45,http://ufcstats.com/fight-details/68fe62bac7fd8bb0
UFC Fight Night: Dolidze vs. Hernandez,Steve Erceg,Ode Osbourne,win,Steve Erceg,0,0,20,35,3,1,1,0,Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/37d58369782cb86b
UFC Fight Night: Dolidze vs. Hernandez,Iasmin Lucindo,Angela Hill,win,Iasmin Lucindo,0,0,72,64,3,0,0,1,Women's Strawweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/646c79a7ecd12e5f
UFC Fight Night: Dolidze vs. Hernandez,Andre Fili,Christian Rodriguez,win,Andre Fili,0,0,64,83,3,1,0,0,Featherweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/98d6771af9b0ebe5
UFC Fight Night: Dolidze vs. Hernandez,Jean Matsumoto,Miles Johns,win,Jean Matsumoto,0,0,95,83,0,5,2,0,Bantamweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/ed5383b50ffcdded
UFC Fight Night: Dolidze vs. Hernandez,Christian Leroy Duncan,Eryk Anders,win,Christian Leroy Duncan,1,0,24,7,0,1,0,0,Middleweight,KO/TKO Punches,1,3:53,http://ufcstats.com/fight-details/75a84211f50c53f5
UFC Fight Night: Dolidze vs. Hernandez,Julius Walker,Rafael Cerqueira,win,Julius Walker,1,0,44,19,6,0,0,0,Light Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/3d6571790c21527c
UFC Fight Night: Dolidze vs. Hernandez,Elijah Smith,Toshiomi Kazama,win,Elijah Smith,0,0,37,0,0,1,0,1,Bantamweight,KO/TKO Slam,1,4:10,http://ufcstats.com/fight-details/ae7a8f19743e8154
UFC Fight Night: Dolidze vs. Hernandez,Joselyne Edwards,Priscila Cachoeira,win,Joselyne Edwards,1,0,26,18,0,0,0,0,Women's Bantamweight,KO/TKO Punch,1,2:24,http://ufcstats.com/fight-details/aef44145740741b3
UFC Fight Night: Dolidze vs. Hernandez,Uros Medic,Gilbert Urbina,win,Uros Medic,1,1,5,5,0,0,0,0,Welterweight,KO/TKO Punch,1,1:03,http://ufcstats.com/fight-details/7d923267c44dd93b
UFC Fight Night: Dolidze vs. Hernandez,Gabriella Fernandes,Julija Stoliarenko,win,Gabriella Fernandes,0,0,59,61,0,0,0,0,Women's Flyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/6ef50ed03b116b60
UFC Fight Night: Dolidze vs. Hernandez,Eric McConico,Cody Brundage,win,Eric McConico,0,0,26,31,0,3,0,0,Light Heavyweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/857e8facd8ff7c36
UFC Fight Night: Taira vs. Park,Tatsuro Taira,HyunSung Park,win,Tatsuro Taira,1,0,7,3,4,0,1,0,Flyweight,SUB Neck Crank,2,1:06,http://ufcstats.com/fight-details/282c8c6c1ed82bfb
UFC Fight Night: Taira vs. Park,Chris Duncan,Mateusz Rebecki,win,Chris Duncan,0,0,92,114,0,2,0,0,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/426a69e343822ab3
UFC Fight Night: Taira vs. Park,Esteban Ribovics,Elves Brener,win,Esteban Ribovics,0,0,122,118,0,0,0,0,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/878941394f9e3538
UFC Fight Night: Taira vs. Park,Karol Rosa,Nora Cornolle,win,Karol Rosa,0,0,33,27,2,0,2,0,Women's Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/c62ed8a6002b5360
UFC Fight Night: Taira vs. Park,Neil Magny,Elizeu Zaleski dos Santos,win,Neil Magny,0,0,42,20,2,1,0,0,Welterweight,KO/TKO Punches,2,4:39,http://ufcstats.com/fight-details/ac57250e3de89d5d
UFC Fight Night: Taira vs. Park,Kevin Vallejos,Danny Silva,win,Kevin Vallejos,0,0,90,69,2,1,0,0,Featherweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/111e66eb922449e4
UFC Fight Night: Taira vs. Park,Rinya Nakamura,Nathan Fletcher,win,Rinya Nakamura,1,0,12,3,0,0,0,0,Bantamweight,KO/TKO Kick,1,1:02,http://ufcstats.com/fight-details/eeeffa7f514e0c0e
UFC Fight Night: Taira vs. Park,Rodolfo Vieira,Tresean Gore,win,Rodolfo Vieira,0,0,89,41,1,0,0,0,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/45781930d64da456
UFC Fight Night: Taira vs. Park,Andrey Pulyaev,Nick Klein,win,Andrey Pulyaev,1,0,23,10,0,4,0,1,Middleweight,KO/TKO Kick,2,1:31,http://ufcstats.com/fight-details/b3c695728e177fd4
UFC Fight Night: Taira vs. Park,Austin Bashi,John Yannis,win,Austin Bashi,0,0,2,0,1,0,1,0,Featherweight,SUB Rear Naked Choke,1,3:39,http://ufcstats.com/fight-details/07c2af68b6dbc4ec
UFC Fight Night: Taira vs. Park,Rafael Estevam,Felipe Bunes,win,Rafael Estevam,0,0,33,26,5,0,0,2,Flyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/b47db03affb279c3
UFC Fight Night: Taira vs. Park,Piera Rodriguez,Ketlen Souza,win,Piera Rodriguez,0,0,64,56,7,0,0,0,Women's Strawweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/d98d6b2c13557a87
UFC Fight Night: Whittaker vs. De Ridder,Reinier de Ridder,Robert Whittaker,win,Reinier de Ridder,0,1,67,66,2,0,0,0,Middleweight,S-DEC,5,5:00,http://ufcstats.com/fight-details/6b8be0ee3e569ad2
UFC Fight Night: Whittaker vs. De Ridder,Petr Yan,Marcus McGhee,win,Petr Yan,0,0,81,64,1,0,0,0,Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/d4d4ee045b0ca695
UFC Fight Night: Whittaker vs. De Ridder,Shara Magomedov,Marc-Andre Barriault,win,Shara Magomedov,0,0,93,39,0,2,0,0,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/582d66ce97309e29
UFC Fight Night: Whittaker vs. De Ridder,Asu Almabayev,Jose Ochoa,win,Asu Almabayev,0,0,22,26,7,1,2,2,Flyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/887c61da1a78a5e1
UFC Fight Night: Whittaker vs. De Ridder,Bogdan Guskov,Nikita Krylov,win,Bogdan Guskov,1,0,23,16,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,4:18,http://ufcstats.com/fight-details/77f960d82cda0b76
UFC Fight Night: Whittaker vs. De Ridder,Bryce Mitchell,Said Nurmagomedov,win,Bryce Mitchell,0,1,13,20,3,0,0,1,Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/e72c691b7c68b03a
UFC Fight Night: Whittaker vs. De Ridder,Muslim Salikhov,Carlos Leal,win,Muslim Salikhov,1,0,3,5,0,0,0,0,Welterweight,KO/TKO Punch,1,0:42,http://ufcstats.com/fight-details/7c075e3383198e14
UFC Fight Night: Whittaker vs. De Ridder,Davey Grant,Da'Mon Blackshear,win,Davey Grant,0,0,66,33,0,1,0,1,Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/017a825c7820d12e
UFC Fight Night: Whittaker vs. De Ridder,Tabatha Ricci,Amanda Ribas,win,Tabatha Ricci,0,0,34,30,1,1,0,0,Women's Strawweight,KO/TKO Elbow,2,2:59,http://ufcstats.com/fight-details/3e6067763978d862
UFC Fight Night: Whittaker vs. De Ridder,Billy Elekana,Ibo Aslan,win,Billy Elekana,0,0,35,28,0,0,0,0,Light Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/f9dac7702609669f
UFC Fight Night: Whittaker vs. De Ridder,Steven Nguyen,Mohammad Yahya,win,Steven Nguyen,6,0,92,57,0,0,0,0,Featherweight,KO/TKO,2,5:00,http://ufcstats.com/fight-details/23ddf51ce630028d
UFC Fight Night: Whittaker vs. De Ridder,Martin Buday,Marcus Buchecha,win,Martin Buday,0,0,41,24,0,1,0,0,Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/0a598768f5c8d540
UFC 318: Holloway vs. Poirier 3,Max Holloway,Dustin Poirier,win,Max Holloway,1,1,198,109,0,0,0,1,Lightweight,U-DEC,5,5:00,http://ufcstats.com/fight-details/d7507e2741fd4d05
UFC 318: Holloway vs. Poirier 3,Paulo Costa,Roman Kopylov,win,Paulo Costa,1,0,99,48,0,0,0,0,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/23c963be9de38205
UFC 318: Holloway vs. Poirier 3,Daniel Rodriguez,Kevin Holland,win,Daniel Rodriguez,2,1,77,82,0,1,0,0,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/5dde61734080ac4a
UFC 318: Holloway vs. Poirier 3,Patricio Pitbull,Dan Ige,win,Patricio Pitbull,0,0,55,47,5,0,0,0,Featherweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/acc961fd5cf5c62e
UFC 318: Holloway vs. Poirier 3,Michael Johnson,Daniel Zellhuber,win,Michael Johnson,1,0,80,52,0,0,0,0,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/a95b03e9b5a91e47
UFC 318: Holloway vs. Poirier 3,Vinicius Oliveira,Kyler Phillips,win,Vinicius Oliveira,1,0,96,49,1,0,0,0,Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/d2cb92fdf6a497e9
UFC 318: Holloway vs. Poirier 3,Brendan Allen,Marvin Vettori,win,Brendan Allen,0,0,111,109,3,0,0,0,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/8e1feda9141602f1
UFC 318: Holloway vs. Poirier 3,Nikolay Veretennikov,Francisco Prado,win,Nikolay Veretennikov,0,0,56,47,2,3,0,1,Welterweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/df2ed8b509fbdbdc
UFC 318: Holloway vs. Poirier 3,Ateba Gautier,Robert Valentin,win,Ateba Gautier,1,0,19,2,0,0,0,0,Middleweight,KO/TKO Punch,1,1:10,http://ufcstats.com/fight-details/72e477b41f44e358
UFC 318: Holloway vs. Poirier 3,Islam Dulatov,Adam Fugitt,win,Islam Dulatov,1,0,21,14,0,0,0,0,Welterweight,KO/TKO Punch,1,4:06,http://ufcstats.com/fight-details/37bc72d5d211b189
UFC 318: Holloway vs. Poirier 3,Jimmy Crute,Marcin Prachnio,win,Jimmy Crute,0,0,5,21,3,0,2,0,Light Heavyweight,SUB Armbar,1,4:42,http://ufcstats.com/fight-details/798652dbea086910
UFC 318: Holloway vs. Poirier 3,Ryan Spann,Lukasz Brzeski,win,Ryan Spann,0,0,8,5,1,0,2,0,Heavyweight,SUB Guillotine Choke,1,2:47,http://ufcstats.com/fight-details/182ee320edb1b5ed
UFC 318: Holloway vs. Poirier 3,Brunno Ferreira,Jackson McVey,win,Brunno Ferreira,0,0,7,4,1,0,1,0,Middleweight,SUB Armbar,1,3:35,http://ufcstats.com/fight-details/74099d470e8d2765
UFC 318: Holloway vs. Poirier 3,Carli Judice,Nicolle Caliari,win,Carli Judice,1,0,109,32,0,1,0,0,Women's Flyweight,KO/TKO Knee,3,1:30,http://ufcstats.com/fight-details/a602c68147b752b2
UFC Fight Night: Lewis vs. Teixeira,Derrick Lewis,Tallison Teixeira,win,Derrick Lewis,1,0,9,3,0,0,0,0,Heavyweight,KO/TKO Punches,1,0:35,http://ufcstats.com/fight-details/0adfc21045c02555
UFC Fight Night: Lewis vs. Teixeira,Gabriel Bonfim,Stephen Thompson,win,Gabriel Bonfim,0,0,40,42,5,0,0,0,Welterweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/2a03bc4c491b4c9a
UFC Fight Night: Lewis vs. Teixeira,Steve Garcia,Calvin Kattar,win,Steve Garcia,1,0,85,26,0,0,0,0,Featherweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/f368475c366c6d85
UFC Fight Night: Lewis vs. Teixeira,Morgan Charriere,Nate Landwehr,win,Morgan Charriere,1,0,67,63,2,0,0,0,Featherweight,KO/TKO Punch,3,0:27,http://ufcstats.com/fight-details/4e5d4a36eaaa3a78
UFC Fight Night: Lewis vs. Teixeira,Vitor Petrino,Austen Lane,win,Vitor Petrino,0,0,3,3,1,0,2,0,Heavyweight,SUB Rear Naked Choke,1,4:16,http://ufcstats.com/fight-details/4b75d3b7738cb278
UFC Fight Night: Lewis vs. Teixeira,Tuco Tokkos,Junior Tafa,win,Tuco Tokkos,0,0,11,24,5,0,1,0,Light Heavyweight,SUB Arm Triangle,2,4:25,http://ufcstats.com/fight-details/b19bf99c7eb796bc
UFC Fight Night: Lewis vs. Teixeira,Chris Curtis,Max Griffin,win,Chris Curtis,0,0,64,59,0,0,0,0,Welterweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/236f811290163dca
UFC Fight Night: Lewis vs. Teixeira,Jake Matthews,Chidi Njokuani,win,Jake Matthews,0,0,3,5,1,0,1,0,Welterweight,SUB Rear Naked Choke,1,1:09,http://ufcstats.com/fight-details/d5e3be7a07c48b08
UFC Fight Night: Lewis vs. Teixeira,Eduarda Moura,Lauren Murphy,win,Eduarda Moura,0,0,64,38,2,2,0,2,Women's Flyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/46bc1338a50cbeac
UFC Fight Night: Lewis vs. Teixeira,Valter Walker,Kennedy Nzechukwu,win,Valter Walker,0,0,4,0,1,0,1,0,Heavyweight,SUB Heel Hook,1,0:54,http://ufcstats.com/fight-details/5c650ae2193ab1bc
UFC Fight Night: Lewis vs. Teixeira,Mike Davis,Mitch Ramirez,win,Mike Davis,1,0,47,51,1,0,2,0,Lightweight,KO/TKO Punches,2,4:08,http://ufcstats.com/fight-details/7f33fbdc35afd721
UFC Fight Night: Lewis vs. Teixeira,Fatima Kline,Melissa Martinez,win,Fatima Kline,1,0,92,44,0,0,0,0,Women's Strawweight,KO/TKO Kick,3,2:36,http://ufcstats.com/fight-details/120d66cb0da0f3c3
UFC 317: Topuria vs. Oliveira,Ilia Topuria,Charles Oliveira,win,Ilia Topuria,1,0,21,9,0,0,0,0,Lightweight,KO/TKO Punch,1,2:27,http://ufcstats.com/fight-details/7a64d63e12618ba7
UFC 317: Topuria vs. Oliveira,Alexandre Pantoja,Kai Kara-France,win,Alexandre Pantoja,0,0,42,38,3,0,2,0,Flyweight,SUB Rear Naked Choke,3,1:55,http://ufcstats.com/fight-details/8308464729ea7c40
UFC 317: Topuria vs. Oliveira,Joshua Van,Brandon Royval,win,Joshua Van,1,0,204,215,0,0,0,0,Flyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/f722b96ae6862843
UFC 317: Topuria vs. Oliveira,Beneil Dariush,Renato Moicano,win,Beneil Dariush,0,1,56,31,5,0,0,0,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/1ea9ad3b6e1cba79
UFC 317: Topuria vs. Oliveira,Payton Talbott,Felipe Lima,win,Payton Talbott,0,0,59,26,0,3,0,0,Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/f6a3c78f15ff26c7
UFC 317: Topuria vs. Oliveira,Gregory Rodrigues,Jack Hermansson,win,Gregory Rodrigues,1,0,18,30,0,0,0,0,Middleweight,KO/TKO Punch,1,4:21,http://ufcstats.com/fight-details/958522de54ccc536
UFC 317: Topuria vs. Oliveira,Jose Delgado,Hyder Amil,win,Jose Delgado,1,0,9,3,0,0,0,0,Featherweight,KO/TKO Knee,1,0:26,http://ufcstats.com/fight-details/2f523b757f7f33a2
UFC 317: Topuria vs. Oliveira,Tracy Cortez,Viviane Araujo,win,Tracy Cortez,0,0,65,22,3,0,1,0,Women's Flyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/815ff62ca8e217be
UFC 317: Topuria vs. Oliveira,Terrance McKinney,Viacheslav Borshchev,win,Terrance McKinney,0,0,1,2,1,0,2,0,Lightweight,SUB Guillotine Choke,1,0:55,http://ufcstats.com/fight-details/d7be78c400e7e0f9
UFC 317: Topuria vs. Oliveira,Jacobe Smith,Niko Price,win,Jacobe Smith,0,0,46,34,2,0,1,0,Welterweight,SUB Rear Naked Choke,2,4:03,http://ufcstats.com/fight-details/9bff9fe298e63357
UFC 317: Topuria vs. Oliveira,Jhonata Diniz,Alvin Hines,win,Jhonata Diniz,0,0,112,82,0,1,0,0,Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/043172689e415438
UFC Fight Night: Hill vs. Rountree Jr.,Khalil Rountree Jr.,Jamahal Hill,win,Khalil Rountree Jr.,1,0,102,69,0,0,0,0,Light Heavyweight,U-DEC,5,5:00,http://ufcstats.com/fight-details/03bc32bdb5a33496
UFC Fight Night: Hill vs. Rountree Jr.,Rafael Fiziev,Ignacio Bahamondes,win,Rafael Fiziev,0,0,62,50,4,0,0,0,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/a1afc16e21d1a807
UFC Fight Night: Hill vs. Rountree Jr.,Curtis Blaydes,Rizvan Kuniev,win,Curtis Blaydes,0,0,56,45,2,0,0,0,Heavyweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/8e5744c664fec3e9
UFC Fight Night: Hill vs. Rountree Jr.,Myktybek Orolbai,Tofiq Musayev,win,Myktybek Orolbai,0,0,2,2,3,0,1,0,Catch Weight,SUB Kimura,1,4:35,http://ufcstats.com/fight-details/36ec204f47e4d613
UFC Fight Night: Hill vs. Rountree Jr.,Nazim Sadykhov,Nikolas Motta,win,Nazim Sadykhov,1,1,93,66,0,0,0,0,Lightweight,KO/TKO Punches,2,4:17,http://ufcstats.com/fight-details/7513a00037094075
UFC Fight Night: Hill vs. Rountree Jr.,Muhammad Naimov,Bogdan Grad,win,Muhammad Naimov,0,0,18,31,1,3,1,0,Featherweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/19764211af05674c
UFC Fight Night: Hill vs. Rountree Jr.,Seokhyeon Ko,Oban Elliott,win,Seokhyeon Ko,0,0,33,10,6,0,1,0,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/e512b80bbaea36c2
UFC Fight Night: Hill vs. Rountree Jr.,JunYong Park,Ismail Naurdiev,win,JunYong Park,0,0,45,76,2,1,1,0,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/5fcf18bcd2a020f1
UFC Fight Night: Hill vs. Rountree Jr.,Daria Zhelezniakova,Melissa Mullins,win,Daria Zhelezniakova,0,0,99,64,0,3,0,0,Women's Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/fff3218758c513b8
UFC Fight Night: Hill vs. Rountree Jr.,Klaudia Sygula,Irina Alekseeva,win,Klaudia Sygula,0,0,101,63,1,0,0,0,Women's Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/2bfc0212f2cae65b
UFC Fight Night: Hill vs. Rountree Jr.,Tagir Ulanbekov,Azat Maksum,win,Tagir Ulanbekov,0,0,68,62,0,3,1,0,Flyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/8c140756bf43dcc2
UFC Fight Night: Hill vs. Rountree Jr.,Mohammed Usman,Hamdy Abdelwahab,win,Mohammed Usman,0,0,86,55,0,0,0,0,Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/a12d3a6c8aaf87ca
UFC Fight Night: Usman vs. Buckley,Kamaru Usman,Joaquin Buckley,win,Kamaru Usman,0,0,41,44,4,0,0,0,Welterweight,U-DEC,5,5:00,http://ufcstats.com/fight-details/d75b3d3c2b209b75
UFC Fight Night: Usman vs. Buckley,Rose Namajunas,Miranda Maverick,win,Rose Namajunas,1,0,25,25,2,0,0,1,Women's Flyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/79dfbbdd14fbbd11
UFC Fight Night: Usman vs. Buckley,Edmen Shahbazyan,Andre Petroski,win,Edmen Shahbazyan,1,0,53,34,0,2,0,0,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/e5bd7e6e2a50a843
UFC Fight Night: Usman vs. Buckley,Raoni Barcelos,Cody Garbrandt,win,Raoni Barcelos,0,0,37,28,1,0,0,0,Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/1714950933f88ab9
UFC Fight Night: Usman vs. Buckley,Mansur Abdul-Malik,Cody Brundage,draw,,0,0,25,30,0,0,0,0,Middleweight,Overturned,3,0:36,http://ufcstats.com/fight-details/08c04f18b0f58d71
UFC Fight Night: Usman vs. Buckley,Alonzo Menifield,Oumar Sy,win,Alonzo Menifield,0,0,29,34,0,1,0,0,Light Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/ec2034b134ae71cd
UFC Fight Night: Usman vs. Buckley,Paul Craig,Rodolfo Bellato,nc,,0,0,17,10,0,1,0,0,Light Heavyweight,CNC,1,4:59,http://ufcstats.com/fight-details/13e2ff8b3a122094
UFC Fight Night: Usman vs. Buckley,Michael Chiesa,Court McGee,win,Michael Chiesa,0,0,72,39,0,0,0,0,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/e861e9cc0118c670
UFC Fight Night: Usman vs. Buckley,Malcolm Wellmaker,Kris Moutinho,win,Malcolm Wellmaker,1,0,25,6,0,0,0,0,Bantamweight,KO/TKO Punch,1,2:37,http://ufcstats.com/fight-details/f6454f2e508626ec
UFC Fight Night: Usman vs. Buckley,Jose Ochoa,Cody Durden,win,Jose Ochoa,1,0,30,9,0,2,0,0,Flyweight,KO/TKO Punch,2,0:11,http://ufcstats.com/fight-details/b39b8ff0d7de211a
UFC Fight Night: Usman vs. Buckley,Ricky Simon,Cameron Smotherman,win,Ricky Simon,0,0,34,29,3,0,0,0,Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/59c4fdb3c0673066
UFC Fight Night: Usman vs. Buckley,Phil Rowe,Ange Loosa,win,Phil Rowe,1,1,85,65,0,3,0,0,Welterweight,KO/TKO Punches,3,4:03,http://ufcstats.com/fight-details/2ae7404681deb3b3
UFC Fight Night: Usman vs. Buckley,Jamey-Lyn Horth,Vanessa Demopoulos,win,Jamey-Lyn Horth,0,0,101,36,2,0,0,0,Women's Flyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/ab325ea526824723
UFC 316: Dvalishvili vs. O'Malley 2,Merab Dvalishvili,Sean O'Malley,win,Merab Dvalishvili,0,0,52,31,5,0,1,0,Bantamweight,SUB Guillotine Choke,3,4:42,http://ufcstats.com/fight-details/e61d83e4e1f9c4d7
UFC 316: Dvalishvili vs. O'Malley 2,Kayla Harrison,Julianna Pena,win,Kayla Harrison,0,0,30,9,2,0,1,0,Women's Bantamweight,SUB Kimura,2,4:55,http://ufcstats.com/fight-details/81b84b34f0357fa5
UFC 316: Dvalishvili vs. O'Malley 2,Joe Pyfer,Kelvin Gastelum,win,Joe Pyfer,2,0,57,33,1,0,0,0,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/e28e829800466aca
UFC 316: Dvalishvili vs. O'Malley 2,Mario Bautista,Patchy Mix,win,Mario Bautista,0,0,173,122,0,0,0,0,Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/df5dac45fc585fb0
UFC 316: Dvalishvili vs. O'Malley 2,Kevin Holland,Vicente Luque,win,Kevin Holland,0,0,40,24,1,0,1,0,Welterweight,SUB Anaconda Choke,2,1:03,http://ufcstats.com/fight-details/2129acab2280bd29
UFC 316: Dvalishvili vs. O'Malley 2,Joshua Van,Bruno Silva,win,Joshua Van,3,0,125,76,0,1,0,0,Flyweight,KO/TKO Punches,3,4:01,http://ufcstats.com/fight-details/b6a87389bdc36a00
UFC 316: Dvalishvili vs. O'Malley 2,Azamat Murzakanov,Brendson Ribeiro,win,Azamat Murzakanov,1,0,27,8,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,3:25,http://ufcstats.com/fight-details/01100a90b584215d
UFC 316: Dvalishvili vs. O'Malley 2,Waldo Cortes Acosta,Serghei Spivac,win,Waldo Cortes Acosta,0,0,110,48,0,2,0,0,Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/ac977a0389682124
UFC 316: Dvalishvili vs. O'Malley 2,Andreas Gustafsson,Khaos Williams,win,Andreas Gustafsson,0,0,98,39,8,0,0,0,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/f0488a4486a64af0
UFC 316: Dvalishvili vs. O'Malley 2,Wang Cong,Ariane da Silva,win,Wang Cong,1,0,143,63,0,0,0,0,Women's Flyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/d078e9046aa86307
UFC 316: Dvalishvili vs. O'Malley 2,JooSang Yoo,Jeka Saragih,win,JooSang Yoo,1,0,6,2,0,0,0,0,Featherweight,KO/TKO Punch,1,0:28,http://ufcstats.com/fight-details/9f4a0de31375ba04
UFC 316: Dvalishvili vs. O'Malley 2,Quillan Salkilld,Yanal Ashmouz,win,Quillan Salkilld,0,0,79,41,8,0,0,0,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/2e4064e0e6d4d92e
UFC 316: Dvalishvili vs. O'Malley 2,MarQuel Mederos,Mark Choinski,win,MarQuel Mederos,1,0,110,58,0,2,0,0,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/0e8599eca8ccfa32
UFC Fight Night: Blanchfield vs. Barber,Mateusz Gamrot,Ludovit Klein,win,Mateusz Gamrot,0,0,65,24,6,0,0,0,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/212527d462690304
UFC Fight Night: Blanchfield vs. Barber,Ramiz Brahimaj,Billy Ray Goff,win,Ramiz Brahimaj,0,0,1,1,2,0,1,0,Welterweight,SUB Guillotine Choke,1,3:16,http://ufcstats.com/fight-details/305d8c85b35a7d4e
UFC Fight Night: Blanchfield vs. Barber,Dustin Jacoby,Bruno Lopes,win,Dustin Jacoby,1,0,17,3,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,1:50,http://ufcstats.com/fight-details/7aaa810540132a4b
UFC Fight Night: Blanchfield vs. Barber,Ketlen Vieira,Macy Chiasson,win,Ketlen Vieira,0,0,28,22,0,0,0,0,Women's Featherweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/106918bfbe24335d
