first_name,last_name,nickname,height,weight,reach,stance,wins,losses,draws,belt,profile_url,dob
Marco Polo,Reyes,,"5' 11""",155 lbs.,"71.0""",Orthodox,8,7,0,,http://ufcstats.com/fighter-details/edd02825c29028fe,"Nov 07, 1984"
Dominick,Reyes,The Devastator,"6' 4""",205 lbs.,"77.0""",Southpaw,15,4,0,,http://ufcstats.com/fighter-details/2e19380f34871c6a,"Dec 26, 1989"
Alex,Reyes,The Executioner,"5' 11""",155 lbs.,"73.0""",Orthodox,13,5,0,,http://ufcstats.com/fighter-details/dc07493a87dc0a6e,"Oct 02, 1986"
Kyle,Reyes,Boom,"5' 8""",145 lbs.,--,,15,7,0,,http://ufcstats.com/fighter-details/7333d6e0f6428acb,
Victor,Reyna,Kelevra,"5' 11""",170 lbs.,"74.0""",Southpaw,11,5,0,,http://ufcstats.com/fighter-details/e9bbcc6530e4cbe6,"Aug 05, 1986"
Gaston,Reyno,Tonga,"6' 0""",145 lbs.,--,,6,2,0,,http://ufcstats.com/fighter-details/64db35f7782fe274,"Nov 11, 1986"
Johnny,Rhodes,,"6' 0""",210 lbs.,--,Orthodox,2,1,0,,http://ufcstats.com/fighter-details/319fa1bd3176bded,
Mike,Rhodes,Biggie,"6' 1""",170 lbs.,"74.0""",Orthodox,10,5,0,,http://ufcstats.com/fighter-details/b7ad576b8ae115e6,"Dec 04, 1989"
Lucrezia,Ria,,"5' 6""",125 lbs.,--,Orthodox,8,2,0,,http://ufcstats.com/fighter-details/042cc07ad5a53a33,"Jun 24, 1992"
Amanda,Ribas,,"5' 4""",115 lbs.,"66.0""",Orthodox,13,6,0,,http://ufcstats.com/fighter-details/beecb672a279223e,"Aug 26, 1993"
Vitor,Ribeiro,Shaolin,"5' 8""",154 lbs.,--,Orthodox,20,5,0,,http://ufcstats.com/fighter-details/a757c06bbdba61d2,"Feb 24, 1979"
Will,Ribeiro,,"5' 8""",135 lbs.,--,Orthodox,10,2,0,,http://ufcstats.com/fighter-details/8f4616698508f24d,"Feb 17, 1983"
Claudio,Ribeiro,,"6' 1""",185 lbs.,"77.0""",Orthodox,11,5,0,,http://ufcstats.com/fighter-details/972c456ff38b2015,"Jul 17, 1992"
Brendson,Ribeiro,The Gorilla,"6' 3""",205 lbs.,"81.0""",Orthodox,17,8,0,,http://ufcstats.com/fighter-details/49edd0d90f60fb7d,"Sep 08, 1996"
Esteban,Ribovics,El Gringo,"5' 10""",155 lbs.,"69.0""",Orthodox,14,2,0,,http://ufcstats.com/fighter-details/323d4ca260dfa0ba,"Apr 27, 1996"
Mike,Ricci,The Martian,"6' 0""",155 lbs.,"76.0""",Southpaw,11,5,0,,http://ufcstats.com/fighter-details/3c921b1a30fdcbdd,"Mar 18, 1986"
Alex,Ricci,,"5' 11""",155 lbs.,--,Orthodox,10,5,0,,http://ufcstats.com/fighter-details/bf9bc96336922271,"Jul 21, 1982"
Tabatha,Ricci,Baby Shark,"5' 1""",115 lbs.,"61.0""",Orthodox,11,3,0,,http://ufcstats.com/fighter-details/d25240135aee03e5,"Feb 21, 1995"
Matt,Ricehouse,,--,155 lbs.,--,,6,1,0,,http://ufcstats.com/fighter-details/343d57cde1a14338,"Mar 11, 1987"
John,Richard,,--,205 lbs.,--,,3,5,1,,http://ufcstats.com/fighter-details/b3e5a460b6851080,"May 22, 1982"
Rex,Richards,,"6' 5""",265 lbs.,--,,7,2,0,,http://ufcstats.com/fighter-details/ad23903ef3af7406,
Mike,Richman,The Marine,"5' 8""",135 lbs.,--,,18,7,0,,http://ufcstats.com/fighter-details/d6a740cf6e898e27,"Jun 23, 1985"
Dave,Rickels,The Caveman,"5' 11""",155 lbs.,--,,18,4,0,,http://ufcstats.com/fighter-details/98b76850b5f1e836,"Jan 05, 1989"
Haisam,Rida,,--,--,--,,0,0,0,,http://ufcstats.com/fighter-details/d8a58e797518f011,"Jul 25, 1993"
Brad,Riddell,Quake,"5' 7""",155 lbs.,"71.0""",Orthodox,10,4,0,,http://ufcstats.com/fighter-details/37ed1ab2f8b819f4,"Sep 30, 1991"
Matthew,Riddle,Deep Waters,"6' 1""",170 lbs.,"76.0""",Southpaw,8,3,0,,http://ufcstats.com/fighter-details/d023ae89a2a4a41e,"Jan 14, 1986"
Joe,Riggs,Diesel,"6' 0""",185 lbs.,"70.0""",Southpaw,44,17,0,,http://ufcstats.com/fighter-details/d512d9f204059f57,"Sep 23, 1982"
Jeremiah,Riggs,,"6' 0""",185 lbs.,--,,7,8,0,,http://ufcstats.com/fighter-details/f1a9ad7485e5024a,"Dec 17, 1982"
Aaron,Riley,,"5' 8""",155 lbs.,"69.0""",Southpaw,30,14,1,,http://ufcstats.com/fighter-details/f2c8ebbeafd45f2b,"Dec 09, 1980"
Jason,Riley,The Juggernaut,"6' 6""",245 lbs.,--,,10,7,0,,http://ufcstats.com/fighter-details/995af04c697d78b7,"Sep 22, 1975"
Luke,Riley,,--,145 lbs.,--,,9,0,0,,http://ufcstats.com/fighter-details/b1de86d835638319,"Jun 30, 1999"
Moise,Rimbon,Swamp,"5' 10""",205 lbs.,--,Orthodox,23,11,3,,http://ufcstats.com/fighter-details/9be3728f3f7badb2,"Apr 20, 1977"
Jordan,Rinaldi,All Day,"5' 10""",145 lbs.,"72.0""",Orthodox,14,7,0,,http://ufcstats.com/fighter-details/c07efc18b231f170,"Sep 25, 1987"
Nick,Ring,The Promise,"6' 0""",185 lbs.,"74.0""",Southpaw,14,4,0,,http://ufcstats.com/fighter-details/b13da0b1a3aed3e7,"Feb 10, 1979"
Robbie,Ring,Razor,"5' 9""",145 lbs.,"68.0""",Orthodox,6,1,0,,http://ufcstats.com/fighter-details/fa9746fa5d23c202,"Jul 14, 2000"
Mike,Rio,The Wolverine,"5' 10""",155 lbs.,"70.0""",Orthodox,10,5,0,,http://ufcstats.com/fighter-details/af90b10c785ced3e,"Jul 06, 1981"
Albert,Rios,,"5' 8""",145 lbs.,--,,13,6,0,,http://ufcstats.com/fighter-details/868a78f2e810a837,
Rafael,Rios,,--,150 lbs.,--,,4,2,0,,http://ufcstats.com/fighter-details/2f5754b48eab1486,
Maria,Rios,,"5' 5""",125 lbs.,--,,2,3,0,,http://ufcstats.com/fighter-details/9ec12134b1515f12,"May 31, 1983"
Shannon,Ritch,The Cannon,"5' 9""",190 lbs.,--,Orthodox,56,83,0,,http://ufcstats.com/fighter-details/1c7cce2f5c17160d,"Sep 27, 1970"
Diego,Rivas,Pitbull,"5' 8""",145 lbs.,"69.0""",Orthodox,10,2,0,,http://ufcstats.com/fighter-details/09f579be4520394a,"Nov 11, 1991"
Jorge,Rivera,El Conquistador,"6' 1""",185 lbs.,"73.0""",Orthodox,20,9,0,,http://ufcstats.com/fighter-details/cb46dface0e28a2c,"Feb 28, 1972"
Dante,Rivera,,"6' 1""",185 lbs.,--,Southpaw,16,7,0,,http://ufcstats.com/fighter-details/288aaa8f82040e02,"Dec 08, 1974"
Mario,Rivera,,"5' 10""",170 lbs.,--,,6,8,0,,http://ufcstats.com/fighter-details/0f7210aa8d61af8d,
Francisco,Rivera,Cisco,"5' 8""",135 lbs.,"70.0""",Orthodox,11,7,0,,http://ufcstats.com/fighter-details/7ea4a9f07df33a45,"Oct 08, 1981"
Jonathan,Rivera,,--,155 lbs.,--,,4,2,0,,http://ufcstats.com/fighter-details/145df84ea4dfd904,
Jimmie,Rivera,El Terror,"5' 4""",135 lbs.,"68.0""",Orthodox,23,5,0,,http://ufcstats.com/fighter-details/9c907996820d2d69,"Jun 29, 1989"
Irwin,Rivera,The Beast,"5' 6""",135 lbs.,"67.0""",Southpaw,10,6,0,,http://ufcstats.com/fighter-details/06a80a685ea98573,"Feb 14, 1989"
Jerome,Rivera,Renegade,"5' 10""",125 lbs.,"72.0""",Southpaw,10,6,0,,http://ufcstats.com/fighter-details/c9587d81e1d33925,"Apr 22, 1995"
Nicdali,Rivera-Calanoc,The Night Queen,"5' 3""",105 lbs.,--,,9,10,0,,http://ufcstats.com/fighter-details/60917f79b7271d83,"Jun 12, 1985"
Pedro,Rizzo,The Rock,"6' 1""",241 lbs.,--,Orthodox,20,11,0,,http://ufcstats.com/fighter-details/b44f39a5c6596953,"May 03, 1974"
Theo,Rlayang,Jungle King,"5' 7""",145 lbs.,"65.0""",Orthodox,5,1,0,,http://ufcstats.com/fighter-details/8aabef76351401d0,"Aug 10, 1994"
Justin,Robbins,,"5' 5""",135 lbs.,--,,14,18,1,,http://ufcstats.com/fighter-details/3b2485c8d5c8b580,"Jul 29, 1980"
Kali,Robbins,Pop Tart,"5' 3""",115 lbs.,"63.0""",Orthodox,6,3,0,,http://ufcstats.com/fighter-details/610caee730f9b89e,"Jul 05, 1984"
Karl,Roberson,Baby K,"6' 1""",205 lbs.,"74.0""",Southpaw,9,6,0,,http://ufcstats.com/fighter-details/37d5b176d438d2a5,"Oct 04, 1990"
Andre,Roberts,The Chief,"6' 2""",345 lbs.,--,Orthodox,14,2,1,,http://ufcstats.com/fighter-details/a54a35a670d8e852,"Feb 24, 1965"
David,Roberts,,"6' 1""",170 lbs.,--,Orthodox,5,8,0,,http://ufcstats.com/fighter-details/775bad6d700d2302,"Nov 15, 1975"
Joey,Roberts,,"6' 2""",200 lbs.,--,,4,3,0,,http://ufcstats.com/fighter-details/c058823a2595ab09,
Tyrone,Roberts,Native Warrior,"5' 9""",185 lbs.,--,Orthodox,43,12,1,,http://ufcstats.com/fighter-details/d1e6a6536ee62517,
Ryan,Roberts,,"5' 6""",155 lbs.,--,Orthodox,21,12,1,,http://ufcstats.com/fighter-details/35dc6220b113b7ec,"Jul 16, 1978"
Taylor,Roberts,,"5' 11""",170 lbs.,--,,3,12,0,,http://ufcstats.com/fighter-details/c5ec23983dc2d8f4,
Daniel,Roberts,Ninja,"5' 10""",170 lbs.,"74.0""",Southpaw,15,7,0,,http://ufcstats.com/fighter-details/22edaf53ad59a967,"Aug 05, 1980"
Buddy,Roberts,,"6' 2""",185 lbs.,--,Orthodox,12,3,0,,http://ufcstats.com/fighter-details/b2a2da86546ddb19,"Oct 17, 1982"
Danny,Roberts,Hot Chocolate,"6' 1""",170 lbs.,"74.0""",Southpaw,18,8,0,,http://ufcstats.com/fighter-details/a6cba6bb66c1a8c9,"Jul 14, 1987"
Roosevelt,Roberts,The Predator,"6' 2""",155 lbs.,"73.0""",Orthodox,12,6,0,,http://ufcstats.com/fighter-details/37c5366d18ed6c05,"Feb 11, 1994"
Kenny,Robertson,,"5' 10""",170 lbs.,"74.0""",Orthodox,15,5,0,,http://ufcstats.com/fighter-details/6e0273f9478be71e,"Feb 14, 1984"
Gillian,Robertson,The Savage,"5' 5""",115 lbs.,"63.0""",Orthodox,16,8,0,,http://ufcstats.com/fighter-details/38c7f72747f4f712,"May 17, 1995"
Chad,Robichaux,Robo,"5' 4""",135 lbs.,--,,13,2,0,,http://ufcstats.com/fighter-details/b2aa1e07b5b3306e,"Aug 18, 1975"
Mark,Robinson,White Rhino,"6' 0""",265 lbs.,--,Orthodox,1,0,0,,http://ufcstats.com/fighter-details/4604ab1de9058474,
Colin,Robinson,Big C,"6' 4""",243 lbs.,--,Orthodox,10,12,0,,http://ufcstats.com/fighter-details/1a1a4d7a29041d77,"Nov 27, 1968"
Alvin,Robinson,,"5' 9""",155 lbs.,"68.0""",Southpaw,15,9,0,,http://ufcstats.com/fighter-details/cbe79765d44bd172,"Jul 16, 1982"
Damonte,Robinson,,"6' 0""",155 lbs.,"77.0""",,6,1,1,,http://ufcstats.com/fighter-details/2782235b078b72a7,"Jun 10, 1995"
Vagner,Rocha,Ceara,"5' 10""",155 lbs.,"73.0""",Orthodox,14,4,0,,http://ufcstats.com/fighter-details/d403b1a6f278c95e,"Jun 06, 1982"
Carlos Eduardo,Rocha,Ta Danado,"5' 10""",170 lbs.,"73.0""",Orthodox,9,4,0,,http://ufcstats.com/fighter-details/4f736494fc733095,"Jul 12, 1981"
Pedro,Rocha,,--,--,--,,1,0,0,,http://ufcstats.com/fighter-details/5921fd3f889afa3b,
Lucas,Rocha,Fenomeno,"5' 3""",125 lbs.,"64.0""",Orthodox,17,2,0,,http://ufcstats.com/fighter-details/e0d3d9b564f95635,"Aug 12, 2000"
Shaqueme,Rock,Shem,--,155 lbs.,--,,12,1,1,,http://ufcstats.com/fighter-details/52b6bf4528130e86,"Nov 05, 1993"
Keith,Rockel,Rock,"6' 0""",185 lbs.,--,Orthodox,12,4,1,,http://ufcstats.com/fighter-details/c75b99887c8c3f5a,
Luke,Rockhold,,"6' 3""",185 lbs.,"77.0""",Southpaw,16,6,0,,http://ufcstats.com/fighter-details/00e11b5c8b7bfeeb,"Oct 17, 1984"
Kevin,Roddy,K-Rod,"5' 11""",145 lbs.,--,,15,16,1,,http://ufcstats.com/fighter-details/1abf785143f8d5ec,
Gregory,Rodrigues,Robocop,"6' 3""",185 lbs.,"75.0""",Orthodox,17,6,0,,http://ufcstats.com/fighter-details/d1c65d2cf2925ddd,"Feb 17, 1992"
Kleydson,Rodrigues,KR,"5' 5""",135 lbs.,"67.0""",Orthodox,8,4,0,,http://ufcstats.com/fighter-details/102a8fdf8cbf7467,"Oct 22, 1995"
Paul,Rodriguez,,"5' 7""",155 lbs.,--,Orthodox,10,9,2,,http://ufcstats.com/fighter-details/26eddcda9d6b2ffe,
Ricco,Rodriguez,Suave,"6' 4""",265 lbs.,--,Orthodox,53,25,0,,http://ufcstats.com/fighter-details/50cc91ce2982785d,"Aug 19, 1977"
Manuel,Rodriguez,Chalate,"5' 9""",170 lbs.,--,Orthodox,11,5,0,,http://ufcstats.com/fighter-details/5a6e4d2f0c76a242,"Apr 25, 1985"
Yair,Rodriguez,El Pantera,"5' 11""",145 lbs.,"71.0""",Orthodox,21,6,0,,http://ufcstats.com/fighter-details/cbf5e6f231b55443,"Oct 06, 1992"
Mike,Rodriguez,Slo Mike,"6' 4""",205 lbs.,"82.0""",Southpaw,11,7,0,,http://ufcstats.com/fighter-details/18b602842a24f7c5,"Nov 28, 1988"
Marina,Rodriguez,,"5' 6""",115 lbs.,"65.0""",Orthodox,17,6,2,,http://ufcstats.com/fighter-details/cd2c4d30c6e13b47,"Apr 29, 1987"
Daniel,Rodriguez,D-Rod,"6' 1""",170 lbs.,"74.0""",Southpaw,20,5,0,,http://ufcstats.com/fighter-details/8a1f3b5c526cd6e6,"Dec 31, 1986"
Ray,Rodriguez,The Judge,"5' 7""",135 lbs.,"70.0""",Orthodox,16,8,0,,http://ufcstats.com/fighter-details/90e0985df05e51bc,"Dec 10, 1987"
Ronaldo,Rodriguez,Lazy Boy,"5' 6""",125 lbs.,"65.0""",Orthodox,17,3,0,,http://ufcstats.com/fighter-details/f2900678e98f6d6a,"May 07, 1999"
Drako,Rodriguez,,"5' 8""",135 lbs.,"69.0""",Orthodox,7,3,0,,http://ufcstats.com/fighter-details/dc3b9cf7641b7ab6,"Jun 16, 1996"
Victor,Rodriguez,Vicious,"5' 5""",125 lbs.,"67.0""",Switch,7,4,0,,http://ufcstats.com/fighter-details/f6e5972c9d16c40e,"Sep 05, 1992"
Piera,Rodriguez,La Fiera,"5' 3""",115 lbs.,"63.0""",Orthodox,10,2,0,,http://ufcstats.com/fighter-details/e375cb5caf4717b6,"Nov 11, 1992"
Christian,Rodriguez,,"5' 7""",145 lbs.,"71.0""",Orthodox,12,3,0,,http://ufcstats.com/fighter-details/5ec591b78349ba7e,"Dec 17, 1997"
Pete,Rodriguez,Dead Game,"5' 9""",170 lbs.,"71.0""",Switch,5,2,0,,http://ufcstats.com/fighter-details/776d4262c4da38bf,"Nov 13, 1996"
Nick,Roehrick,,"6' 2""",205 lbs.,--,Orthodox,7,1,0,,http://ufcstats.com/fighter-details/7195e2a932686f82,"Jul 06, 1987"
Marcos,Rogerio de Lima,Pezao,"6' 1""",253 lbs.,"75.0""",Orthodox,22,10,1,,http://ufcstats.com/fighter-details/ab943cd2c3c17825,"Jun 25, 1985"
Brett,Rogers,The Grim,"6' 5""",265 lbs.,"81.0""",Orthodox,17,10,0,,http://ufcstats.com/fighter-details/9141bb39310773c7,"Feb 17, 1981"
Brian,Rogers,The Professional Predator,"5' 11""",185 lbs.,--,,14,9,0,,http://ufcstats.com/fighter-details/f304aff405c4a8fa,"Feb 15, 1984"
Pete,Rogers Jr.,The Heat,"6' 0""",145 lbs.,--,,2,4,0,,http://ufcstats.com/fighter-details/36f3d235493d35ad,
Max,Rohskopf,Rated R,"6' 1""",155 lbs.,"71.0""",Orthodox,5,1,0,,http://ufcstats.com/fighter-details/59a27d2e6d0802ac,"Sep 27, 1994"
Marcelo,Rojo,Pitbull,"5' 8""",145 lbs.,"71.0""",Orthodox,16,10,0,,http://ufcstats.com/fighter-details/2804ce8dadab5770,"Jul 02, 1988"
Shane,Roller,,"5' 10""",155 lbs.,"72.0""",Orthodox,11,7,0,,http://ufcstats.com/fighter-details/75e0d3cc2262b732,"Jul 14, 1979"
Jared,Rollins,J-Roc,"5' 9""",170 lbs.,--,Orthodox,8,4,0,,http://ufcstats.com/fighter-details/c4b6099f0d25f75e,"Jan 26, 1977"
Tim,Roman,,"6' 1""",170 lbs.,--,,3,4,0,,http://ufcstats.com/fighter-details/3b83fec860a45ca1,"Jun 08, 1985"
Alexandr,Romanov,King Kong,"6' 2""",262 lbs.,"75.0""",Southpaw,18,3,0,,http://ufcstats.com/fighter-details/c0badf3243907e59,"Dec 11, 1990"
Ricardo,Romero,,"6' 0""",205 lbs.,"76.0""",Orthodox,11,3,0,,http://ufcstats.com/fighter-details/744e098e065cfdbe,"Apr 15, 1978"
Yoel,Romero,Soldier of God,"6' 0""",185 lbs.,"73.0""",Southpaw,13,5,0,,http://ufcstats.com/fighter-details/f77c68bb4be8516d,"Apr 30, 1977"
Anthony,Romero,The Genius,"5' 11""",155 lbs.,"70.0""",Orthodox,8,0,0,,http://ufcstats.com/fighter-details/6f81399074fcdbba,"Feb 25, 1997"
Kaleio,Romero,KO,"5' 10""",145 lbs.,"69.0""",Switch,6,2,0,,http://ufcstats.com/fighter-details/33df417d0017eb0c,"Apr 19, 1996"
Roberto,Romero,El Charro Negro,"5' 8""",145 lbs.,"70.0""",Orthodox,8,5,1,,http://ufcstats.com/fighter-details/15ea371202eb25e1,"Jan 30, 2000"
Mara,Romero Borella,,"5' 6""",125 lbs.,"69.0""",Orthodox,12,9,0,,http://ufcstats.com/fighter-details/82cbb809d5ee565c,"Jun 03, 1986"
Cortavious,Romious,,"5' 4""",135 lbs.,"68.0""",Southpaw,9,4,0,,http://ufcstats.com/fighter-details/8173f134396cb971,"Jan 06, 1994"
Juancamilo,Ronderos,100,"5' 3""",125 lbs.,"64.0""",Southpaw,4,2,0,,http://ufcstats.com/fighter-details/4a043165cf47cab2,"Feb 17, 1995"
,Rongzhu,,"5' 9""",155 lbs.,"71.0""",Orthodox,26,6,0,,http://ufcstats.com/fighter-details/a13d755965a4ec9f,"Mar 07, 2000"
Jesse,Ronson,The Body Snatcher,"5' 10""",155 lbs.,"70.0""",Southpaw,21,12,0,,http://ufcstats.com/fighter-details/5580771f383e141f,"Dec 24, 1985"
George,Roop,,"6' 1""",135 lbs.,"72.0""",Orthodox,15,13,1,,http://ufcstats.com/fighter-details/3c0437fbeda06962,"Nov 10, 1981"
Joao,Roque,,"5' 6""",155 lbs.,--,Orthodox,7,2,4,,http://ufcstats.com/fighter-details/0f6528b461e47462,"Jul 22, 1971"
Aaron,Rosa,,"6' 4""",205 lbs.,"77.0""",Orthodox,18,6,0,,http://ufcstats.com/fighter-details/11f8860028b68fcf,"May 28, 1983"
Charles,Rosa,Boston Strong,"5' 9""",145 lbs.,"69.0""",Switch,14,8,0,,http://ufcstats.com/fighter-details/40093d1d2d78394e,"Aug 24, 1986"
Karol,Rosa,,"5' 5""",135 lbs.,"67.0""",Orthodox,18,7,0,,http://ufcstats.com/fighter-details/351c4ec637380ad5,"Dec 30, 1994"
Jacob,Rosales,The Lil Badger,"5' 11""",155 lbs.,"74.0""",Orthodox,13,7,0,,http://ufcstats.com/fighter-details/f7faf5b19e0dec2e,"Jul 28, 1995"
Raul,Rosas Jr.,El Nino Problema,"5' 9""",135 lbs.,"67.0""",Switch,11,1,0,,http://ufcstats.com/fighter-details/fe2babf95de24fb1,"Oct 08, 2004"
Hilarie,Rose,,"5' 3""",115 lbs.,"63.0""",Orthodox,4,2,0,,http://ufcstats.com/fighter-details/b9163ec845c3bfc8,"Nov 11, 1992"
Jake,Rosholt,,"6' 1""",185 lbs.,--,Orthodox,12,5,0,,http://ufcstats.com/fighter-details/4f2fcbefb668689d,"Feb 09, 1982"
Jared,Rosholt,,"6' 2""",265 lbs.,"75.0""",Orthodox,14,4,0,,http://ufcstats.com/fighter-details/91ea901c458e95dd,"Aug 04, 1986"
Kevin,Rosier,,"6' 4""",275 lbs.,--,Orthodox,2,6,0,,http://ufcstats.com/fighter-details/598a58db87b890ee,
Zach,Rosol,,--,243 lbs.,--,,3,2,0,,http://ufcstats.com/fighter-details/208b6926916867c7,
Shannon,Ross,The Turkish Delight,"5' 6""",125 lbs.,"66.0""",Switch,13,9,0,,http://ufcstats.com/fighter-details/51c655162e462ceb,"May 12, 1989"
Nick,Rossborough,Leatherface,"6' 5""",205 lbs.,--,,26,19,1,,http://ufcstats.com/fighter-details/ff3a915256b899c0,"Nov 18, 1981"
Kristian,Rothaermel,,"6' 0""",205 lbs.,--,Open Stance,4,3,0,,http://ufcstats.com/fighter-details/af49a6c491ca22a3,"Jan 31, 1972"
Ben,Rothwell,,"6' 4""",265 lbs.,"78.0""",Orthodox,39,14,0,,http://ufcstats.com/fighter-details/bd58d34e39b7b12a,"Oct 17, 1981"
Rick,Roufus,,"6' 0""",207 lbs.,--,Southpaw,4,6,0,,http://ufcstats.com/fighter-details/872b018076f831b0,
Khalil,Rountree Jr.,,"6' 1""",205 lbs.,"76.0""",Southpaw,15,6,0,,http://ufcstats.com/fighter-details/749f572d1d3161fb,"Feb 26, 1990"
Ronda,Rousey,Rowdy,"5' 7""",135 lbs.,"66.0""",Orthodox,12,2,0,,http://ufcstats.com/fighter-details/8bdac25ce0bb874d,"Feb 01, 1987"
Ray,Routh,,"5' 8""",185 lbs.,--,Orthodox,2,1,0,,http://ufcstats.com/fighter-details/cba3a2dfbc06ce79,
Roberta,Rovel,Crusher,"5' 8""",145 lbs.,--,,4,1,0,,http://ufcstats.com/fighter-details/9d7fbf438766791f,
Phil,Rowe,The Fresh Prince,"6' 3""",170 lbs.,"80.0""",Orthodox,11,5,0,,http://ufcstats.com/fighter-details/8e382b585a92affe,"Jul 18, 1990"
Cam,Rowston,Battle Giraffe,"6' 2""",185 lbs.,"78.0""",Orthodox,8,3,0,,http://ufcstats.com/fighter-details/8ebc3a8da015d70c,"Jan 19, 1995"
Kain,Royer,,--,185 lbs.,--,,2,2,0,,http://ufcstats.com/fighter-details/712aa894b3a344df,
Brad,Royster,,--,135 lbs.,--,,1,2,0,,http://ufcstats.com/fighter-details/09f8c233de88998d,
Brandon,Royval,Raw Dawg,"5' 9""",125 lbs.,"68.0""",Southpaw,17,8,0,,http://ufcstats.com/fighter-details/6e15f63b6c2e2c15,"Aug 16, 1992"
Jairzinho,Rozenstruik,Bigi Boy,"6' 2""",242 lbs.,"78.0""",Orthodox,15,6,0,,http://ufcstats.com/fighter-details/2cd428e9606856fd,"Mar 17, 1988"
Mauricio,Rua,Shogun,"6' 1""",205 lbs.,"76.0""",Orthodox,27,14,1,,http://ufcstats.com/fighter-details/140745cbbcb023ac,"Nov 25, 1981"
Murilo,Rua,Ninja,"5' 11""",185 lbs.,--,Orthodox,20,13,1,,http://ufcstats.com/fighter-details/90e7447d8b7f3f35,"May 22, 1980"
Marco,Ruas,King of the Streets,"6' 1""",210 lbs.,--,Orthodox,9,4,2,,http://ufcstats.com/fighter-details/597db668b01c442c,"Jan 23, 1961"
Rodrigo,Ruas,,"5' 10""",185 lbs.,--,Orthodox,4,5,1,,http://ufcstats.com/fighter-details/94070f6544c4b2a5,"Oct 06, 1977"
Rodolfo,Rubio Perez,Fito,"5' 5""",145 lbs.,--,Orthodox,10,16,1,,http://ufcstats.com/fighter-details/c4731f43693b96b8,"Jan 29, 1987"
Robert,Ruchala,,--,145 lbs.,--,,11,1,0,,http://ufcstats.com/fighter-details/92aed9d16794f42b,"May 15, 1998"
Gabe,Ruediger,Godzilla,"5' 10""",155 lbs.,--,Orthodox,18,8,0,,http://ufcstats.com/fighter-details/ccba80d4820ef557,"Aug 29, 1977"
Mauricio,Ruffy,,"5' 11""",155 lbs.,"75.0""",Orthodox,12,1,0,,http://ufcstats.com/fighter-details/9c393e836a852f30,"Jun 17, 1996"
Eddie,Ruiz,,"5' 7""",155 lbs.,--,Orthodox,1,1,0,,http://ufcstats.com/fighter-details/7b9aa973e5c04624,"Jun 10, 1967"
Anthony,Ruiz,El Toro,"6' 2""",205 lbs.,--,Orthodox,33,22,0,,http://ufcstats.com/fighter-details/657c21cb133f1445,"Nov 03, 1977"
Paul,Ruiz,,"5' 6""",135 lbs.,--,,7,4,0,,http://ufcstats.com/fighter-details/babc0b19e89cec6e,"Jun 23, 1987"
Montserrat Conejo,Ruiz,,"5' 0""",115 lbs.,"61.0""",Southpaw,10,4,0,,http://ufcstats.com/fighter-details/1235b31de15d0c6e,"Feb 03, 1993"
Mike,Russow,,"6' 1""",255 lbs.,"73.0""",Orthodox,15,3,0,,http://ufcstats.com/fighter-details/353de740bb6c7e75,"Sep 11, 1976"
Bas,Rutten,El Guapo,"6' 1""",205 lbs.,--,Orthodox,28,4,1,,http://ufcstats.com/fighter-details/03688dc3c3af3ac1,"Feb 24, 1965"
Mashrabjon,Ruzibaev,Black Junior,"5' 8""",155 lbs.,"67.0""",Orthodox,20,4,1,,http://ufcstats.com/fighter-details/e5a898f2a1afec67,"Feb 16, 1996"
Nursulton,Ruziboev,Black,"6' 5""",185 lbs.,"76.0""",Orthodox,36,9,2,,http://ufcstats.com/fighter-details/49d2a08964c5eb11,"Nov 19, 1993"
Casey,Ryan,,--,185 lbs.,--,,7,3,0,,http://ufcstats.com/fighter-details/5b1b383265433f51,
Yusup,Saadulaev,Maestro,"5' 6""",135 lbs.,--,,16,4,1,,http://ufcstats.com/fighter-details/b1669a810fae4220,"Mar 31, 1985"
Cameron,Saaiman,MSP,"5' 8""",135 lbs.,"67.0""",Southpaw,9,3,0,,http://ufcstats.com/fighter-details/3c8a5200436e19f3,"Dec 20, 2000"
Pete,Sabala,,--,135 lbs.,--,,3,15,0,,http://ufcstats.com/fighter-details/7956f026e2672c47,
Danny,Sabatello,Italian Gangster,"5' 10""",135 lbs.,"71.0""",Orthodox,9,1,0,,http://ufcstats.com/fighter-details/cb7ee07982de2a28,"Mar 31, 1993"
Pat,Sabatini,,"5' 8""",145 lbs.,"70.0""",Orthodox,20,5,0,,http://ufcstats.com/fighter-details/b8bbdeff718dbb7d,"Nov 09, 1990"
Amir,Sadollah,,"5' 10""",170 lbs.,"75.0""",Orthodox,6,5,0,,http://ufcstats.com/fighter-details/2650e2f846a30f64,"Aug 27, 1980"
Nazim,Sadykhov,Black Wolf,"5' 10""",155 lbs.,"69.0""",Southpaw,11,1,1,,http://ufcstats.com/fighter-details/ff62013d2fce6d13,"May 16, 1994"
Frankie,Saenz,,"5' 6""",135 lbs.,"66.0""",Orthodox,13,7,0,,http://ufcstats.com/fighter-details/9ba2226646046b63,"Aug 12, 1980"
Saparbeg,Safarov,,"6' 1""",185 lbs.,"78.0""",Orthodox,9,3,0,,http://ufcstats.com/fighter-details/88d7b6d8230e1f3f,"Oct 14, 1986"
Tarec,Saffiedine,Sponge,"5' 10""",170 lbs.,"70.0""",Switch,16,7,0,,http://ufcstats.com/fighter-details/0749d968e932df53,"Sep 06, 1986"
